weight,quantity,unit,supplier,material_id,quality,grade,thickness_mm,width_mm,description_i18n,finish_i18n,composition,additional_info,coating,length_mm
9968,,KG,source1,c16db94743c905921b7e7ce4ebea5c85,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 6.858, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 717.7, 'RM': 1213.0}",,
19830,,KG,source3,c46ca2bbd35747cce89b1cfb1bc911c6,,HDC,0.95,940,{'fr': 'HDC 0.95x940 XSV G7/7 MB O'},{'fr': 'G7/7'},{},"{'additional': 'MB', 'supplier_article': 36000105, 'supplier_id': 2095720}",XSV,
260,1.0,KG,source2,c4d134b1d023b57c010e7ae44baeaa67,,,,,{'en': nan},{'de': None},{},"{'additional': None, 'article_id': None}",,
11370,,KG,source3,c56f2ef308651149df1a0a21ed5d1c8a,,HDC,2,1295,{'fr': 'HDC 2x1295 D59V G7/7 MB O'},{'fr': 'G7/7'},{},"{'additional': 'MB', 'supplier_article': 11007136, 'supplier_id': 2389800}",D59V,
0,,KG,source3,c88c5002ba13f039c44a3cb219433587,,CR,1,75,{'fr': 'CR 1x75 XES A O'},{'fr': 'A'},{},"{'additional': 'O', 'supplier_article': 13013020, 'supplier_id': 2220957}",XES,
1060,,KG,source3,ca916e6ac2a3e5ca71f75663cb66b17c,,,,,{'fr': '2ND QUALITY CR SLIT'},{'fr': None},{},"{'additional': None, 'supplier_article': 20000008, 'supplier_id': 1967662}",,
248,1.0,KG,source2,cac87197fa0ea5e0fe51babe973ef1ba,,DD11,2.0,92.0,{'en': nan},{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
1019,,KG,source3,ccd78c6a25ce4acb1bdd56b9d45637d4,,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1811102}",YMAGINE,121
6760,,KG,source1,d0030dbbb41a049324ee149e21fe063f,2nd,C100S,2.25,1032.0,{'de': 'Sollmasse (Gewicht) unterschritten'},{'de': 'gebeizt und geglüht'},"{'AG': 16.11, 'Al': 0.007, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0006, 'Cr': 0.188, 'S': 0.0015, 'Cu': 0.008, 'Mn': 0.465, 'Mo': 0.007, 'N': 0.004, 'Nb': 0.004, 'Ni': 0.015, 'P': 0.012, 'Si': 0.221, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00285, 'V': 0.003, 'Zr': 0.002}","{'RP02': 333.6, 'RM': 601.7}",,
2415,75.0,KG,source2,d1994e291ea7c75db7e5cfc82cb4ac45,,DX51D,0.88,1500.0,{'en': 'second choice'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,3000.0
6780,,KG,source3,d21412712ce166095b6606f03830e439,,HDC,0.65,1080,{'fr': 'HDC 0.65x1080 XCV G7/7 MB O'},{'fr': 'G7/7'},{},"{'additional': 'MB', 'supplier_article': 11007912, 'supplier_id': 2328817}",XCV,
6792,,KG,source3,d3d67eff1b7fb9d52e8d47ee650844f5,,HDC,0.65,1080,{'fr': 'HDC 0.65x1080 XCV G7/7 MB O'},{'fr': 'G7/7'},{},"{'additional': 'MB', 'supplier_article': 11007912, 'supplier_id': 2330687}",XCV,
0,,KG,source3,dbcc3b918ff9029e556d1cb143d37c82,,HRP,1.5,300,{'fr': 'HRP 1.5x300 HE320DR O'},{'fr': 'O'},{},"{'additional': None, 'supplier_article': 13031256, 'supplier_id': 2249852}",HE320DR,
5235,,KG,source1,dc557128a4243620dee32a3b8f38cc27,2nd,C100S,2.24,1074.0,{'de': 'Kantenfehler - FS-Kantenrisse'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.0, 'Ca': 0.0005, 'Cr': 0.183, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.428, 'Mo': 0.029, 'N': 0.004, 'Nb': 0.002, 'Ni': 0.038, 'P': 0.0094, 'Si': 0.236, 'Sn': 0.002, 'STA': 0, 'Ti': 0.00216, 'V': 0.004, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
20440,,KG,source2,e06171eacff9e05129fc6bc5ca7c1a0a,,DX51D,1.0,1250.0,{'de': '21/23zu'},{'de': 'Ma-C'},{},"{'additional': 'AFP', 'article_id': None}",AZ150,
0,,KG,source3,e300686489c77c4a3d5fd16817a301c5,,HRP,2.5,280,{'fr': 'HRP 2.5x280 HC O'},{'fr': 'O'},{},"{'additional': None, 'supplier_article': 13015079, 'supplier_id': 2100660}",HC,
11656,,KG,source3,e3a7491ef826036132e969467ba61b39,,HDC,0.87,1445,{'fr': 'HDC 0.87x1445 26G G10/10 MB O'},{'fr': 'G10/10'},{},"{'additional': 'MB', 'supplier_article': 11007462, 'supplier_id': 2165168}",26G,
0,,KG,source3,e47c87416bdb184cd58fbaa5f9e94b0d,,HRP,2.5,280,{'fr': 'HRP 2.5x280 HC O'},{'fr': 'O'},{},"{'additional': None, 'supplier_article': 13015079, 'supplier_id': 2100653}",HC,
550,3.0,KG,source2,eaac46fe863986414d2b0469bf605c53,,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
550,3.0,KG,source2,eaac46fe863986414d2b0469bf605c53,,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
550,3.0,KG,source2,eaac46fe863986414d2b0469bf605c53,,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
550,3.0,KG,source2,eaac46fe863986414d2b0469bf605c53,,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
550,3.0,KG,source2,eaac46fe863986414d2b0469bf605c53,,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
550,3.0,KG,source2,eaac46fe863986414d2b0469bf605c53,,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
190,1.0,KG,source2,eaac46fe863986414d2b0469bf605c53,,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
190,1.0,KG,source2,eaac46fe863986414d2b0469bf605c53,,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
190,1.0,KG,source2,eaac46fe863986414d2b0469bf605c53,,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
14474,,KG,source3,f08167f0dcc855a3e34457915d4dabf9,,HDC,0.57,1445,{'fr': 'HDC 0.57x1445 DX54D+Z 140 MB O'},{'fr': 'MB'},{},"{'additional': 'O', 'supplier_article': 11018437, 'supplier_id': 2177728}",DX54D+Z 140,
745,,KG,source3,f13c314115a153dac280fe77731d59de,,DRP,2.5,51,{'fr': 'INA_DRP 2.5x51 YMAGINE H320'},{'fr': 'H320'},{},"{'additional': None, 'supplier_article': 13015500, 'supplier_id': 585442}",YMAGINE,
640,1.0,KG,source2,f2e011af615e85be932a8a04e62a42cb,,DX51D,0.6,120.0,"{'nl': 'Te veel sabelvorming en spanning om te kunnen verwerken bij klant ', 'en': ' Too much sable formation and tension'}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
1108,24.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2222,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2182,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2182,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2182,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2182,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2182,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2182,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2182,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2182,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
2182,48.0,KG,source2,f32874924930f6508f00395572c36e6b,,DX51D,1.5,1350.0,{'en': 'Material is Oiled '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,2850.0
