quality,grade,thickness_mm,width_mm,description_i18n,finish_i18n,composition,supplier,additional_info,material_id,coating,length_mm
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,S235JR,1.75,1250.0,{},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",6858febdc4eae84b8e331bd004ceedb2,,
,,,,{'en': 'little coil '},{'de': None},{},source2,"{'additional': None, 'article_id': None}",385999fccce611a24ba491a57ef25b94,,
,S235JR,2.5,1465.0,{'en': 'little coil '},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",370a363fffc1a5d143a4e0cf710a419b,,
,DX51D,0.57,1250.0,{'en': 'little coil '},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",aa2e8c8e3b35719db406f8474b121e81,Z100,
,DX51D,0.75,1500.0,{'en': 'little coil '},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",9677301c18e637eabef5da775b147618,Z140,
,DX51D,0.4,1250.0,{'en': 'little coil '},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",b76029c87695cd5baede32018029ab05,Z275,
,DX51D,0.5,1250.0,"{'nl': 'inside  is oval - CORROSIE (roest; witroest) ', 'en': ' Corrosion (rust, white rust)'}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",b1512947b07ae1845789a0c8c9e3d5ef,Z275,
,,,,{'en': 'winding  problems'},{'de': None},{},source2,"{'additional': None, 'article_id': None}",2160dd6522a05f5589dd368cbcada420,,
,ZM175,2.0,1070.0,{'en': 'white rust '},{'de': 'MAC'},{},source2,"{'additional': None, 'article_id': None}",1c79896e0b61d0a9911d396cfc944fc6,,
,,,,{'en': 'Tension  actualy fisrt choice - Teardrop Coil thickness 5 - 7mm'},{'de': None},{},source2,"{'additional': None, 'article_id': None}",36ed27b9af20d4c91b4c193158174627,,
,,,,{'en': '2A'},{'de': None},{},source2,"{'additional': None, 'article_id': None}",9d410c0d9198b7c17c73920e51d4fd08,,
,,,,{'en': 'white rust '},{'de': None},{},source2,"{'additional': None, 'article_id': None}",7add30335bf77dd5497fbe8da3dbd37d,,
,DD11,2.0,1250.0,{'en': 'brown spots on the material '},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",2926f5dc111e0ba8bf91e51879c93a98,,
,DX51D,4.0,775.0,"{'en': 'second choice ,   size defects'}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",2fad800adcfcc6102f65bfda29fbcebf,Z140,2850.0
,DX51D,0.88,1500.0,{'en': 'second choice'},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",d1994e291ea7c75db7e5cfc82cb4ac45,Z275,3000.0
,S280GD,1.5,1250.0,{'en': 'edge en corner damage '},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",a9a132e4697d58de5bc34cd934b369d9,Z275,2115.0
,S320GD,3.0,1250.0,{'en': 'ugly surface '},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",43e977c2f1033f535b52b8d0472b4fdd,Z275,2500.0
,S320GD,3.0,1250.0,{'en': 'tension  10 * 25  mm '},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",94e70d6a4f45caf237bc5e122762c6a3,Z275,2500.0
,S320GD,3.0,1250.0,{'en': 'zinclayer defaults'},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",7c1bd727ee79465cffa1e61b6ba37258,Z275,2500.0
,S350GD,2.5,1170.0,"{'nl': 'Vlekken en strepen op het materiaal ', 'en': ' Stains and streaks on the material'}",{'de': 'Ma-O'},{},source2,"{'additional': None, 'article_id': None}",88443eabcb5f9030bf9ecabfe09b84a0,Z100,3050.0
,S350GD,3.0,1500.0,{'en': 'tension  25   mm '},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",7c71439c9d54145aaf5e05d322a59b55,Z275,3000.0
,,,,{'en': nan},{'de': None},{},source2,"{'additional': None, 'article_id': None}",c4d134b1d023b57c010e7ae44baeaa67,,
,DD11,1.5,122.0,"{'nl': 'Bruine vlekken in het materiaal ', 'en': ' Brown spots in the material'}",{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",bc3e2af1a81ab7971602fef4dd4eed0a,,
,DD11,2.0,92.0,{'en': nan},{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",cac87197fa0ea5e0fe51babe973ef1ba,,
,DD11,2.5,106.0,"{'nl': 'Roestplekken elke 10 meter ', 'en': 'Rust spots every 10 meters'}",{'de': 'geolied'},{},source2,"{'additional': None, 'article_id': None}",b9aec28aa5b32024925f3acbeae3ff52,,
,DX51D,0.6,120.0,"{'nl': 'Te veel sabelvorming en spanning om te kunnen verwerken bij klant ', 'en': ' Too much sable formation and tension'}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",f2e011af615e85be932a8a04e62a42cb,Z140,
,DX51D,0.6,70.0,"{'nl': 'Te veel sabel voor klant om te kunnen verwerken ', 'en': ' Too much sable formation '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",46fa4ec96908b0e898a1abe63def0dbe,Z140,
,DX51D,3.0,80.0,"{'nl': 'MAATVOERING(dikte;breedte;leng) ', 'en': ' Dimensions (thickness, width, length)'}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",6f114d38658c5eb91a2b5be139858342,Z275,
,DX51D,4.0,114.0,"{'nl': 'MAATVOERING(dikte;breedte;leng) ', 'en': ' Dimensions (thickness, width, length)'}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",7be9d41fc5aa8edfca01d33498972471,Z275,
,DX51D,4.0,165.0,"{'nl': 'MAATVOERING(dikte;breedte;leng) ', 'en': ' Dimensions (thickness, width, length)'}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",181238c5fab4135c7fd9d07526447dcf,Z275,
,S250GD,0.4,137.0,"{'nl': 'In elkaar gedraaide banden ', 'en': ' Intertwined bands'}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",856d9880d3e580146e766e8fe09d4a5f,Z275,
,S320GD,3.0,48.0,{'en': nan},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",7d1afce5170d4f9a579c2ead2858ce3e,Z275,
,S320GD,3.0,48.0,{'en': nan},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",7d1afce5170d4f9a579c2ead2858ce3e,Z275,
,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",eaac46fe863986414d2b0469bf605c53,ZM310,
,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",eaac46fe863986414d2b0469bf605c53,ZM310,
,S250GD,1.0,182.2,{'en': 'MACHINE'},{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",eaac46fe863986414d2b0469bf605c53,ZM310,
,S350GD,3.0,165.0,"{'nl': '2A CORROSIE (roest; witroest) ', 'en': ' Corrosion (Rust, White Rust) '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",38d61468a9fb92758c9b81775fc5c6a5,ZM310,
,S350GD,3.0,165.0,"{'nl': '2A CORROSIE (roest; witroest) ', 'en': ' Corrosion (Rust, White Rust) '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",38d61468a9fb92758c9b81775fc5c6a5,ZM310,
,S350GD,3.0,165.0,"{'nl': '2A CORROSIE (roest; witroest) ', 'en': ' Corrosion (Rust, White Rust) '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",38d61468a9fb92758c9b81775fc5c6a5,ZM310,
,S350GD,3.5,291.0,"{'nl': 'Sabelvorming in het materiaal ', 'en': ' Sable formation in the material '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",5d7a72be9a5b2d83184ceb36e4f8da33,ZM310,
,S350GD,3.5,291.0,"{'nl': 'Sabelvorming in het materiaal ', 'en': ' Sable formation in the material '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",5d7a72be9a5b2d83184ceb36e4f8da33,ZM310,
,S350GD,3.5,291.0,"{'nl': 'Sabelvorming in het materiaal ', 'en': ' Sable formation in the material '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",5d7a72be9a5b2d83184ceb36e4f8da33,ZM310,
,S350GD,3.5,291.0,"{'nl': 'Sabelvorming in het materiaal ', 'en': ' Sable formation in the material '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",5d7a72be9a5b2d83184ceb36e4f8da33,ZM310,
,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",8fea1a38cfdacc19ec66fb9822a60142,ZM310,
,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",8fea1a38cfdacc19ec66fb9822a60142,ZM310,
,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",8fea1a38cfdacc19ec66fb9822a60142,ZM310,
,S350GD,3.5,291.0,"{'nl': 'Sabelvorming in het materiaal ', 'en': ' Sable formation in the material '}",{'de': 'Ma-C'},{},source2,"{'additional': None, 'article_id': None}",5d7a72be9a5b2d83184ceb36e4f8da33,ZM310,
,HDC,0.75,1270,{'fr': 'HDC 0.75x1270 GXE G6/6 MB O'},{'fr': 'G6/6'},{},source3,"{'additional': 'MB', 'supplier_article': 11006841, 'supplier_id': 2231027}",1d0775052a62d19d141e02a880f9fd4c,GXE,
,HDC,0.75,1270,{'fr': 'HDC 0.75x1270 GXE G6/6 MB O'},{'fr': 'G6/6'},{},source3,"{'additional': 'MB', 'supplier_article': 11006841, 'supplier_id': 2253917}",f7354a3ca9ec22123005cf0868502dbf,GXE,
,HDC,0.75,1010,{'fr': 'HDC 0.75x1010 GXES G10/10 MB O'},{'fr': 'G10/10'},{},source3,"{'additional': 'MB', 'supplier_article': 11006843, 'supplier_id': 2141400}",1a9c161889c9d519ff863f9d9f82f6c2,GXES,
,HDC,0.75,1010,{'fr': 'HDC 0.75x1010 GXES G10/10 MB O'},{'fr': 'G10/10'},{},source3,"{'additional': 'MB', 'supplier_article': 11006843, 'supplier_id': 2176549}",0ba2f660fb190fb1cc793911d54a0ba2,GXES,
,HDC,1,1000,{'fr': 'HDC 1x1000 HX300LAD+Z 140 MB O'},{'fr': 'MB'},{},source3,"{'additional': 'O', 'supplier_article': 11006915, 'supplier_id': 2144362}",fb122d71e0f95aae7733daeb11f96e91,HX300LAD+Z 140,
,HRP,2.2,1200,{'fr': 'HRP 2.2x1200 HE360D O'},{'fr': 'O'},{},source3,"{'additional': None, 'supplier_article': 11007024, 'supplier_id': 2193183}",841f622450c9f71322efb84dea5bce74,HE360D,
,CR,1.47,1390,{'fr': 'CR 1.47x1390 X-ES A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 11007031, 'supplier_id': 2376477}",fa8a4716be80547517eedd072471e355,X-ES,
,HDC,2,1295,{'fr': 'HDC 2x1295 D59V G7/7 MB O'},{'fr': 'G7/7'},{},source3,"{'additional': 'MB', 'supplier_article': 11007136, 'supplier_id': 2389800}",c56f2ef308651149df1a0a21ed5d1c8a,D59V,
,HDC,1,1432,{'fr': 'HDC 1x1432 HX380LAD+Z 140 MB O'},{'fr': 'MB'},{},source3,"{'additional': 'O', 'supplier_article': 11007240, 'supplier_id': 2153593}",153178e8dd3a792381b1f0d5cc6d8aef,HX380LAD+Z 140,
,CR,1.5,1487,{'fr': 'CR 1.5x1487 XE320D A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 11007347, 'supplier_id': 2112436}",f8f272d0ec827d68ffe4c59fa6d84f6c,XE320D,
,CR,1.5,1487,{'fr': 'CR 1.5x1487 XE320D A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 11007347, 'supplier_id': 2112439}",7b203625a08ac280e138be022be6e133,XE320D,
,HDC,0.87,1445,{'fr': 'HDC 0.87x1445 26G G10/10 MB O'},{'fr': 'G10/10'},{},source3,"{'additional': 'MB', 'supplier_article': 11007462, 'supplier_id': 2165168}",e3a7491ef826036132e969467ba61b39,26G,
,CR,0.65,1437,{'fr': 'CR 0.65x1437 X-ES A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 11007896, 'supplier_id': 2121522}",3eabc040ccbf4aad8ab9c09b1115b8cc,X-ES,
,HDC,0.65,1080,{'fr': 'HDC 0.65x1080 XCV G7/7 MB O'},{'fr': 'G7/7'},{},source3,"{'additional': 'MB', 'supplier_article': 11007912, 'supplier_id': 2165165}",25797fc4a491c9af00eb77a10aeefeac,XCV,
,HDC,0.65,1080,{'fr': 'HDC 0.65x1080 XCV G7/7 MB O'},{'fr': 'G7/7'},{},source3,"{'additional': 'MB', 'supplier_article': 11007912, 'supplier_id': 2165166}",a02c502e59a237df873db2e125de6921,XCV,
,HDC,0.65,1080,{'fr': 'HDC 0.65x1080 XCV G7/7 MB O'},{'fr': 'G7/7'},{},source3,"{'additional': 'MB', 'supplier_article': 11007912, 'supplier_id': 2165167}",09203290318d3bab172b959ff07344b8,XCV,
,HDC,0.65,1080,{'fr': 'HDC 0.65x1080 XCV G7/7 MB O'},{'fr': 'G7/7'},{},source3,"{'additional': 'MB', 'supplier_article': 11007912, 'supplier_id': 2306268}",196c641be871e82fd0a93bb3263853aa,XCV,
,HDC,0.65,1080,{'fr': 'HDC 0.65x1080 XCV G7/7 MB O'},{'fr': 'G7/7'},{},source3,"{'additional': 'MB', 'supplier_article': 11007912, 'supplier_id': 2328817}",d21412712ce166095b6606f03830e439,XCV,
,HDC,0.65,1080,{'fr': 'HDC 0.65x1080 XCV G7/7 MB O'},{'fr': 'G7/7'},{},source3,"{'additional': 'MB', 'supplier_article': 11007912, 'supplier_id': 2330687}",d3d67eff1b7fb9d52e8d47ee650844f5,XCV,
,CR,1.5,1410,{'fr': 'CR 1.5x1410 XE360D A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 11010359, 'supplier_id': 2197778}",49790c5a312850c7cc195b4546490f62,XE360D,
,CR,0.7,1355,{'fr': 'CR 0.7x1355 CR3 A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 11011779, 'supplier_id': 2160789}",5fc4469582133a5946dba449d86441fb,CR3,
,HDC,1.5,1330,{'fr': 'HDC 1.5x1330 CR3-GI 60/60 MB O'},{'fr': '60/60'},{},source3,"{'additional': 'MB', 'supplier_article': 11011808, 'supplier_id': 2231858}",6f99c581883b1d8ff51ba61401d7e923,CR3-GI,
,HRP,2,1360,{'fr': 'HRP 2x1360 HR2 O'},{'fr': 'O'},{},source3,"{'additional': None, 'supplier_article': 11015501, 'supplier_id': 2135022}",9f2c9e00253d84a08fdb555777aa02f4,HR2,
,HDC,0.85,1445,{'fr': 'HDC 0.85x1445 26G G10/10 MB O'},{'fr': 'G10/10'},{},source3,"{'additional': 'MB', 'supplier_article': 11015537, 'supplier_id': 2231511}",96ebf50d55501f4ec286655921352db4,26G,
,HDC,1.5,1290,{'fr': 'HDC 1.5x1290 34G G10/10 MB O'},{'fr': 'G10/10'},{},source3,"{'additional': 'MB', 'supplier_article': 11016868, 'supplier_id': 2134770}",2ba6a1d8c6a23cfc8cdad7cb23ea251c,34G,
,HDC,0.57,1445,{'fr': 'HDC 0.57x1445 DX54D+Z 140 MB O'},{'fr': 'MB'},{},source3,"{'additional': 'O', 'supplier_article': 11018437, 'supplier_id': 2177728}",f08167f0dcc855a3e34457915d4dabf9,DX54D+Z 140,
,CR,1.25,1088,{'fr': 'CR 1.25x1088 E40 A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 11020045, 'supplier_id': 2141151}",52f916a7e893039b1621b9177002cf56,E40,
,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},source3,"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1810123}",14ee8da850df75780ad2e4c5c1afa998,YMAGINE,121
,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},source3,"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1810363}",4f35bd1e2fa815e2ff516968f9ba5ffa,YMAGINE,121
,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},source3,"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1810566}",7ec939f941eca9e77cc14e2748445db9,YMAGINE,121
,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},source3,"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1810811}",874e6c4b20940212d810ec39d7bcaca9,YMAGINE,121
,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},source3,"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1810917}",bbc3ab5029f43bbb58945a230f4d5bb2,YMAGINE,121
,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},source3,"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1811070}",5fa9f36ebe7d1291588bcf774f48e3c8,YMAGINE,121
,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},source3,"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1811102}",ccd78c6a25ce4acb1bdd56b9d45637d4,YMAGINE,121
,CR,1,75,{'fr': 'CR 1x75 XES A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 13013020, 'supplier_id': 2220957}",c88c5002ba13f039c44a3cb219433587,XES,
,HRP,2.5,280,{'fr': 'HRP 2.5x280 HC O'},{'fr': 'O'},{},source3,"{'additional': None, 'supplier_article': 13015079, 'supplier_id': 2100653}",e47c87416bdb184cd58fbaa5f9e94b0d,HC,
,HRP,2.5,280,{'fr': 'HRP 2.5x280 HC O'},{'fr': 'O'},{},source3,"{'additional': None, 'supplier_article': 13015079, 'supplier_id': 2100660}",e300686489c77c4a3d5fd16817a301c5,HC,
,HRP,2,165,{'fr': 'HRP 2x165 HES O'},{'fr': 'O'},{},source3,"{'additional': None, 'supplier_article': 13015114, 'supplier_id': 2372614}",7f34f4d1e97985eb5a819d3a189dc6d3,HES,
,HRP,2,193,{'fr': 'HRP 2x193 HES O'},{'fr': 'O'},{},source3,"{'additional': None, 'supplier_article': 13015118, 'supplier_id': 2266008}",8c1aa13af2aa78e6259ea60a0b9abf95,HES,
,DRP,2.5,51,{'fr': 'INA_DRP 2.5x51 YMAGINE H320'},{'fr': 'H320'},{},source3,"{'additional': None, 'supplier_article': 13015500, 'supplier_id': 585442}",f13c314115a153dac280fe77731d59de,YMAGINE,
,,,,{'fr': 'HDC 1X70 GXES G10/10 MB O'},{'fr': None},{},source3,"{'additional': None, 'supplier_article': 13030650, 'supplier_id': 1905346}",b9dd0dfee14f3a0357662030e9cc7a2b,,
,HRP,1.5,300,{'fr': 'HRP 1.5x300 HE320DR O'},{'fr': 'O'},{},source3,"{'additional': None, 'supplier_article': 13031256, 'supplier_id': 2249852}",dbcc3b918ff9029e556d1cb143d37c82,HE320DR,
,,,,{'fr': '2ND QUALITY CR SLIT'},{'fr': None},{},source3,"{'additional': None, 'supplier_article': 20000008, 'supplier_id': 1967587}",116eaeca1d16cf5e7b1b43becee449d2,,
,,,,{'fr': '2ND QUALITY CR SLIT'},{'fr': None},{},source3,"{'additional': None, 'supplier_article': 20000008, 'supplier_id': 1967588}",89188c1973f7c3e3b8ef642b07fe271c,,
,,,,{'fr': '2ND QUALITY CR SLIT'},{'fr': None},{},source3,"{'additional': None, 'supplier_article': 20000008, 'supplier_id': 1967662}",ca916e6ac2a3e5ca71f75663cb66b17c,,
,,,,{'fr': '2ND QUALITY HDC SLIT'},{'fr': None},{},source3,"{'additional': None, 'supplier_article': 20000036, 'supplier_id': 2141622}",8df0ee33b3f3efbf534461696fd81ce8,,
,,,,{'fr': '2ND QUALITY HDC SLIT'},{'fr': None},{},source3,"{'additional': None, 'supplier_article': 20000036, 'supplier_id': 2141631}",115c0eaa507c874ecec6c6fc32421b02,,
,,,,{'fr': '2ND QUALITY HDC SLIT'},{'fr': None},{},source3,"{'additional': None, 'supplier_article': 20000036, 'supplier_id': 2141644}",2689edae4e46c0863ef57f8cfff3d00a,,
,HDC,0.75,1855,{'fr': 'HDC 0.75x1855 XFV G7/7 MB O'},{'fr': 'G7/7'},{},source3,"{'additional': 'MB', 'supplier_article': 36000012, 'supplier_id': 2089220}",a4d1a74d2b110ecfd2259eb2b2fe888f,XFV,
,HDC,0.95,940,{'fr': 'HDC 0.95x940 XSV G7/7 MB O'},{'fr': 'G7/7'},{},source3,"{'additional': 'MB', 'supplier_article': 36000105, 'supplier_id': 2095720}",c46ca2bbd35747cce89b1cfb1bc911c6,XSV,
,CR,0.65,1437,{'fr': 'CR 0.65x1437 X-ES A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 36000107, 'supplier_id': 2284239}",68e76cd23b13cd47b771e71b38c5a4c2,X-ES,
,CR,0.65,1437,{'fr': 'CR 0.65x1437 X-ES A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 36000107, 'supplier_id': 2292729}",4815e74a6af90baf6265d6608b044b5e,X-ES,
,CR,1.15,1317,{'fr': 'CR 1.15x1317 E28 A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 36000114, 'supplier_id': 2235139}",b8239192532d1251f6a35134ec49f014,E28,
,CR,1.15,1317,{'fr': 'CR 1.15x1317 E28 A O'},{'fr': 'A'},{},source3,"{'additional': 'O', 'supplier_article': 36000114, 'supplier_id': 2237593}",8291cb57cf6a3adfb34588e0f6454d7f,E28,
,HRP,1.8,815,{'fr': 'HRP 1.8x815 YMPRESS S460MC LS O'},{'fr': 'S460MC'},{},source3,"{'additional': 'LS', 'supplier_article': 36000274, 'supplier_id': 2118606}",194c64db037967364ab825a3279fb516,YMPRESS,
,HDC,0.75,1725,{'fr': 'HDC 0.75x1725 CR300LA-GI 60/60 MB O'},{'fr': '60/60'},{},source3,"{'additional': 'MB', 'supplier_article': 36000697, 'supplier_id': 2221582}",69f88e38c65e18d52a5d2c74fc349bd5,CR300LA-GI,
